,p_pi,p_gamma
0,0.12503016614003792,"0.695055812867512
"
1,0.03462811058672921,"0.676793866748498
"
2,0.021940007333625333,"0.910751003359582
"
3,0.002841848526266233,"0.452728991923676
"
4,0.010341629902189009,"0.672084618501952
"
5,5.932446944356684e-06,"0.0547866166230384
"
6,0.009544458616797646,"0.266132961443131
"
7,0.08461185438150731,"0.994586970688656
"
8,0.22633196113796883,"0.380644109587784
"
9,0.009374236432258098,"0.247084246598379
"
10,0.00011308675684174041,"0.00986588763879204
"
11,0.003946809713399002,"0.167093465711345
"
12,1.5990009828437124e-06,"0.0506911528326913
"
13,0.0011860096421785205,"0.571166584909684
"
14,0.00990651620332228,"0.482004148815613
"
15,0.8374438378492748,"0.165395766688314
"
16,0.04032069596823351,"0.100265502575472
"
17,5.554354013370677e-05,"0.443781924415294
"
18,0.07035743080452084,"0.0941960537876764
"
19,9.050809137389759e-05,"0.221374587943198
"
20,0.03504284198579455,"0.589255361615912
"
21,0.00038568757670975895,"0.326394283927108
"
22,0.0494770925029927,"0.20206463892323
"
23,0.18925845473866632,"0.866233346303215
"
24,0.023897073163702265,"0.375854652593247
"
25,0.7985100446402,"0.949636906607649
"
26,0.6148916976660141,"0.917919518978477
"
27,0.20034192544609242,"0.716102456440118
"
28,3.847365064735264e-05,"0.108565581864223
"
29,0.08337788740989815,"0.589117232260978
"
30,0.6308718124712565,"0.922451784742406
"
31,0.666038761062171,"0.369472636616275
"
32,0.029867889137720316,"0.0829041747065699
"
33,0.0014332706707984588,"0.336378283910679
"
34,0.0006258355990104159,"0.0593678976034252
"
35,0.012173013179413106,"0.937191338971115
"
36,0.004900903337713203,"0.489372175042983
"
37,0.11325664542672698,"0.3383421073494
"
38,0.19725068956995095,"0.552933382258222
"
39,0.005910946558097652,"0.466319737209698
"
40,0.0002363057944704261,"0.433359168878938
"
41,0.0027853095359627877,"0.426137689364445
"
42,0.39948373767124756,"0.0900074193301489
"
43,0.0001420510540564024,"0.0677825149739693
"
44,0.0036014898144863805,"0.654435947764753
"
45,0.057817315945448366,"0.233053872281204
"
46,0.059657052659599974,"0.82202372820717
"
47,4.307275304871183e-06,"0.543335634686028
"
48,0.028327247111253118,"0.851425979666093
"
49,0.00020835908739491593,"0.714259249077842
"
50,0.0009771794660984323,"0.180475150986562
"
51,0.00020427532855671338,"0.981577899955293
"
52,0.006099996392603946,"0.350143798099492
"
53,0.0009981084388226424,"0.194420896066355
"
54,0.22744355272549188,"0.284496334688701
"
55,0.0014273847698852427,"0.663019131417151
"
56,0.0016007720127392266,"0.574861689394582
"
57,0.14956947568231438,"0.92892480697511
"
58,0.021481869735884063,"0.559749481179664
"
59,0.017295332370499517,"0.239475853930168
"
60,0.005634115091734726,"0.553091883651694
"
61,0.004729818157802268,"0.329243797182117
"
62,0.0145249279017573,"0.859245041928393
"
63,0.002487985471921972,"0.560485979269663
"
64,0.12972615952980993,"0.797976051972169
"
65,0.04440767765984366,"0.314247771056753
"
66,0.013529023257078943,"0.138755652396014
"
67,0.3850366347249381,"0.660950237362684
"
68,0.2811167206799712,"0.515228693030132
"
69,0.0004802881630100453,"0.246121894634618
"
70,0.0524848990973561,"0.840870195847567
"
71,0.02114000589560283,"0.346766056244074
"
72,0.009875886179387394,"0.452612109627317
"
73,0.12615020675175936,"0.494088854481848
"
74,0.07220900274290853,"0.370076618503264
"
75,2.4249426277878072e-05,"0.299811560650794
"
76,0.0010395981642385976,"0.174719204818194
"
77,0.004498623577153915,"0.337594463463112
"
78,0.042609927071185494,"0.471849263739854
"
79,0.0030036229086712884,"0.729609809757383
"
80,0.47790697981728836,"0.318106140462048
"
81,0.036599380130704295,"0.537906083461277
"
82,0.014009102125905448,"0.393268864639587
"
83,0.05038022299319256,"0.362054661581951
"
84,0.0006040678707683877,"0.221406610039806
"
85,0.0003119933830433297,"0.987061588227435
"
86,0.05713152713189362,"0.709066194078657
"
87,0.6738482053903582,"0.701315456729103
"
88,0.000729581165543558,"0.0422344608167449
"
89,0.11677916700543567,"0.325017918863312
"
90,0.012578804908319974,"0.648453075433504
"
91,5.891314865613673e-05,"0.457287443151077
"
92,0.00852507567461791,"0.308639078567467
"
93,0.012102505148583687,"0.602869530263016
"
