,0.5_3,0.5_6,0.5_9,0.5_12,1_3,1_6,1_9,1_12,2_3,2_6,2_9,2_12,3_3,3_6,3_9,3_12,id,fixed
0,0.177335975964142,0.191272222562867,0.193842851148089,0.194741017014417,0.198620372335583,0.270370708240451,0.281356013614818,0.284913539314468,0.0276996163857526,0.0802533222538993,0.204742019985451,0.282711152133661,0.0369317499577738,0.0323224204168188,0.0263708492662199,0.0309781010168393,0.0402080963041025,0.1783507731385362
1,0.959003112706851,0.955568309756641,0.954758535073882,0.954381443039418,0.959679744172041,0.92204321616605,0.907848421703258,0.901931836303866,0.932040319093036,0.966351676273191,0.969538423473172,0.947470269683413,0.92984812919622,0.932019664043905,0.918297226111397,0.928208197839476,0.926869189904558,0.9032940220325503
2,0.957868687783754,0.955328913605856,0.954771130285868,0.954506080926675,0.918141766935927,0.913277919254395,0.910729637624606,0.909456132718084,0.966419113452681,0.807130024022115,0.803824827776965,0.836010609504601,0.981249004909596,0.974579954558541,0.939320094029027,0.87848016584412,0.980830988553459,0.9928139444058074
3,0.272365385587907,0.286841807491439,0.289388728044992,0.290271714471078,0.361544631530072,0.378001066045343,0.377944405043259,0.377795212494547,0.0529077252454464,0.444042213681784,0.553762377015815,0.499367403639339,0.0238087052719144,0.0398494823342415,0.09280494767679,0.226945173057863,0.0225435714201244,0.0723148438725345
4,0.394332123463202,0.421935597353964,0.427050187918162,0.428838433373657,0.396662362144516,0.562553895523036,0.590232072715535,0.599335050319578,0.0680864808939117,0.0995306710095484,0.297057825763658,0.509507176389221,0.125392718842257,0.0677792841129483,0.0532674014467036,0.0618783179177116,0.130098811182509,0.32302008547437877
5,0.875799960779515,0.888089287279303,0.890205260839436,0.890928493322021,0.908423537857608,0.940555115160659,0.94509047915086,0.946557710587919,0.614950973975385,0.858612832864235,0.91186289694062,0.928606095346162,0.33466308606418,0.574926244413389,0.787401729437473,0.861375334963193,0.327686465785878,0.47549298458380707
6,0.089610738047828,0.110065156452539,0.114215663312477,0.115659934518365,0.0518678087204695,0.221809638367263,0.281526929579754,0.304787485351573,0.0100764572540416,0.00150543901153277,0.0046697785687192,0.0279424966194719,0.0204757323850362,0.0168169686454751,0.00774289941469486,0.0040729621366733,0.0189641158407263,0.30540198312418054
7,0.264314429561598,0.256860956845775,0.255423852677451,0.254844176992931,0.301186994803305,0.249686198301953,0.235989667329258,0.23114726049103,0.321097437315867,0.192431132433577,0.324269718523581,0.400140838474362,0.411163401068629,0.37408171668956,0.26526661680253,0.189917481457587,0.403948783369907,0.652990807875777
8,0.385469624610445,0.39716226297636,0.399085272095657,0.399737057198905,0.504572142351377,0.487236446255241,0.473742204345046,0.468254551550789,0.12496832209843,0.587420683500073,0.671747243266329,0.637401108164466,0.0579489094857643,0.0857375658082912,0.222642298084556,0.439444980970958,0.0583241306610529,0.07680115202911564
9,0.744504869351101,0.755998849327567,0.758084428828686,0.758811007212053,0.72625868450836,0.792888811529512,0.8059248793073,0.810475738226572,0.435436298098013,0.608681000022003,0.690288644446446,0.714563102979437,0.520673262375636,0.459710177156883,0.35353912135776,0.400709839967,0.519450308244197,0.4245216359693831
