,p_pi,p_tau_dist,p_tau_id
0,0.2698784726556749,"0.138253134797364
","0.342092659224111
"
1,0.19252126585779117,"0.630755579807617
","0.129366193835307
"
2,0.5028937385563825,"0.273474787622118
","0.440884794136588
"
3,0.1843473055235395,"0.703944295175902
","0.192096000416045
"
4,0.7090412502444968,"0.142724359450248
","0.489238008773322
"
5,0.28048740342184,"0.204963224117183
","0.0953776456412661
"
6,0.6965337991332812,"0.746598144368562
","0.194750383102324
"
7,0.5641146191178925,"0.303213902796039
","0.37917146142305
"
8,0.027103003034828488,"0.395177387052161
","0.0121359479495289
"
9,0.3253871046791409,"0.0627574112003901
","0.156626880188014
"
10,0.4443061295655166,"0.536856868694911
","0.303580793793356
"
11,0.16871906490973798,"0.434495699004581
","0.118500100168084
"
12,0.9910587354112036,"0.998104932037291
","0.974428049348931
"
13,0.0622621416922472,"0.335792990022426
","0.0544595483375697
"
14,0.28681240335046354,"0.00275903643987996
","0.0280913893175208
"
15,0.1357304330299952,"0.123419035498531
","0.0520453795894946
"
16,0.6708593238830479,"0.266150325836429
","0.802763221990386
"
17,0.5218439453188572,"0.723481077833714
","0.567041079789847
"
18,0.8124848675521295,"0.469671568476993
","0.530381122696221
"
19,0.24962234983947373,"0.154652234672948
","0.405162498921519
"
20,0.8164202871932904,"0.72143457375547
","0.780304563626787
"
21,0.3238628711923276,"0.0172020042143166
","0.135922781690124
"
22,0.22462129963059696,"0.428957336698821
","0.0494821914278596
"
23,0.009150576866806426,"0.000343004094982557
","0.0304777698366955
"
24,0.017953237947164857,"0.0181364098340513
","0.0110711676465179
"
25,0.30660623271933307,"0.0968619304850331
","0.538969778559537
"
26,0.18088209660856736,"0.0368481640312847
","0.116812159726552
"
27,0.42431513535031073,"0.240375774071397
","0.668808527932998
"
28,0.7732895066704234,"0.464599374510848
","0.349204539587076
"
29,0.047607510443111845,"0.0736197816583841
","0.0552834407556395
"
30,0.7319185686659976,"0.48029075588416
","0.777128831005218
"
31,0.0988146661692958,"0.148047773978743
","0.114137189888427
"
32,0.2999296222581309,"0.0417553668604722
","0.237108758178157
"
33,0.8797613664326049,"0.699955198332739
","0.899924852294849
"
34,0.6335807286510837,"0.680747071954857
","0.274959966431018
"
35,0.12101876228295938,"0.051684934992469
","0.350536304209676
"
36,0.49682291351044905,"0.559641208067578
","0.908802913171026
"
37,0.7335369809631163,"0.927801329600666
","0.88806026854133
"
38,0.7964040934925984,"0.273981396195854
","0.664076993468357
"
39,0.8151731422052794,"0.183369783638752
","0.52794310912541
"
