,p_pi,p_tau_dist,p_tau_id
0,0.34650549933055097,"0.00726322176725014
","0.163334076024932
"
1,0.49104642238313645,"0.196859114524183
","0.341678500802895
"
2,0.27131440602508017,"0.43229310692271
","0.315023578937887
"
3,0.8030221404619162,"0.373305272808058
","0.764113015373641
"
4,0.04091594442487878,"0.0410121294221237
","0.115184579898877
"
5,0.931909278422927,"0.853773030838808
","0.914370745741758
"
6,0.20560203426598367,"0.0534702033960668
","0.0814387762574801
"
7,0.632541252824721,"0.0849542051126486
","0.328441176908148
"
8,0.03960226557841762,"0.0169610873558563
","0.193264673628429
"
9,0.806527153506755,"0.597744135356714
","0.949179454834506
"
10,0.46562419763306806,"0.170181935454011
","0.601202351761744
"
11,0.07688343318596003,"0.094217427711198
","0.1767520916117
"
12,0.41789153281324065,"0.178297427244507
","0.338472196155762
"
13,0.18884019010981534,"0.542548935160341
","0.234401885881321
"
14,0.013567399205978936,"0.0873569169074353
","0.0786274347555669
"
15,0.37444866545290856,"0.723785597649995
","0.390075157254755
"
16,0.07704221999773186,"0.000796936547779126
","0.0236053083477969
"
17,0.8231621817798775,"0.684742779626366
","0.490066838557534
"
18,0.4386502666492216,"0.0218789712797232
","0.27218131001157
"
19,0.7503664468904265,"0.822769535560427
","0.68882556532271
"
20,0.38366396532997116,"0.0752620188862346
","0.228363499587944
"
21,0.6951243662190598,"0.803733950637923
","0.682716078332422
"
22,0.528746854094908,"0.628910060376859
","0.509424459068014
"
23,0.047257737179631665,"0.0158425505814483
","0.101668116680462
"
24,0.28010517098769483,"0.274136177992093
","0.170019456678062
"
25,0.06525686868484759,"0.101594835354306
","0.183819146047231
"
26,0.5526261592063633,"0.73332933677589
","0.435619779720256
"
27,0.8259678913385349,"0.821496722551775
","0.932703593413354
"
28,0.11362414302754142,"0.425875551255954
","0.0757296203844338
"
29,0.3567430713984756,"0.0724239721575058
","0.225797287941323
"
30,0.053699395889455936,"0.0745466421760583
","0.0462285933857813
"
31,0.9719197969477303,"0.968198308224052
","0.975959541243689
"
32,0.07043189978360453,"0.0824078295271464
","0.216695965124155
"
33,0.18055858532626157,"0.0702736221934914
","0.246878453397361
"
34,0.48343699409402274,"0.522462698145282
","0.583873748962053
"
35,0.8593895256235446,"0.868629890141914
","0.899164600451684
"
36,0.026579726793459213,"0.189923306242279
","0.339570218989251
"
37,0.2558991408879375,"0.0065305030934304
","0.0825778852748431
"
38,0.3408482171186955,"0.780557391397083
","0.369206092858508
"
39,0.9956891910220742,"0.835634393286325
","0.976914516044011
"
40,0.6424234112496363,"0.308720382888181
","0.807458302975196
"
41,0.4955489657388841,"0.492150366894638
","0.715006705356216
"
42,0.5132312821092084,"0.827537125213175
","0.665941175778826
"
43,0.09407573211382214,"0.211355871724254
","0.378877419411787
"
44,0.1819261725329151,"0.0684264575182798
","0.0961299080218662
"
