,p_pi,p_tau_dist,p_tau_id
0,0.4648478076704423,"0.406369555270303
","0.0473241943633338
"
1,0.46518521815166436,"0.819056998227052
","0.651291656269905
"
2,0.7613515290156383,"0.885852817222248
","0.461456301169887
"
3,0.05969735911567786,"0.302229251998303
","0.0207303757239271
"
4,0.602019859135642,"0.718610538418682
","0.236887404397017
"
5,0.12233240295165493,"0.177367769698636
","0.177667439643378
"
6,0.9773693342443831,"0.635218518453837
","0.907844476455615
"
7,0.15701427063674178,"0.208006812456599
","0.170088152943841
"
8,0.6187754017554387,"0.940241189684407
","0.955352408663985
"
9,0.7699899212894018,"0.148346968130491
","0.375872999117622
"
10,0.82573464387331,"0.869697353660191
","0.724734271479307
"
11,0.8596183090293594,"0.226998299385687
","0.693226788748143
"
12,0.5989441264570765,"0.254247409783103
","0.245910282518773
"
13,0.19655535105053779,"0.417025493094474
","0.107715919435276
"
14,0.9988053127219536,"0.786279975105191
","0.880362021885646
"
15,0.34657871615081015,"0.566003391721247
","0.450617533911715
"
16,0.6332665633767045,"0.496080459736932
","0.492487335193443
"
17,0.015790927801044297,"0.00944078979884122
","8.93013803029419e-05
"
18,0.8544005556459291,"0.848026128691149
","0.920423277929152
"
19,0.08307482372666564,"0.0575789156649722
","0.0267291055032283
"
20,0.7671974027059177,"0.419459803536959
","0.486418375601146
"
21,0.5891049240910484,"0.135984208383206
","0.215393632867918
"
22,0.5465607925293268,"0.432582179621072
","0.431160971187793
"
23,0.2978009204520391,"0.188536720365956
","0.117274453261581
"
24,0.465758687304056,"0.240263290490891
","0.56019394159566
"
25,0.5943366303607882,"0.513519111847459
","0.806392864385025
"
26,0.6682673951630309,"0.776102217290135
","0.626213526184937
"
27,0.19531515930086485,"0.491298108556594
","0.653416991454842
"
28,0.4380044478024139,"0.387681656917456
","0.0100429538373821
"
29,0.8136064396800219,"0.325905982805101
","0.281618995383815
"
30,0.21521452232062266,"0.0019749002784929
","0.0123980322977078
"
31,0.025110799682816154,"0.513834185872335
","0.117079829801375
"
