,p_pi,p_gamma
0,0.0,"0
"
1,2.0539125955565396e-14,"0
"
2,7.117639810871879e-13,"0
"
3,1.1463052729254741e-11,"0
"
4,4.296563105299356e-14,"0
"
5,1.7763568394002505e-15,"-1.8678333770783e-06
"
6,0.00018582483521600857,"0.00085074902691995
"
7,0.0,"0
"
8,3.479772026082628e-12,"2.32775723445489e-05
"
9,2.964295475749168e-14,"0
"
10,1.27675647831893e-14,"2.52902293413904e-05
"
11,1.1102230246251565e-16,"0.000169178988802088
"
12,1.1102230246251565e-16,"0.00136526270965742
"
13,0.11149584195693996,"0.02950182611747
"
14,5.051181695137075e-12,"0
"
15,0.0,"1.56796834875905e-05
"
16,3.9692333160479265e-05,"0.00950033034450404
"
17,9.14823772291129e-14,"0.0184946828734597
"
18,4.528448206086999e-06,"0.00326397319134186
"
19,1.3484275918074218e-09,"3.12324653350959e-05
"
20,3.1793456756190608e-12,"0
"
21,2.220446049250313e-16,"9.4711768955591e-05
"
22,1.2068124277675452e-13,"0.00338250720505906
"
23,0.0,"0
"
24,1.0006984130228602e-10,"7.04237509419059e-08
"
25,0.00033707055365983507,"0.00511922776625262
"
26,0.0077152864026583945,"0.0698482323932659
"
27,2.2182256032010628e-13,"1.60498775538809e-05
"
28,3.441920082281058e-10,"0
"
29,1.4187490360306754e-07,"0.000514756615521028
"
30,0.0,"0
"
31,2.3236967905404526e-13,"0.000468987120366915
"
32,1.0162981567418683e-12,"2.20611598988896e-08
"
33,0.9831991549521413,"0.0907861264778487
"
34,0.0,"0.000305374353641641
"
35,8.317860400453014e-09,"7.26491852054423e-05
"
36,0.026201893403530963,"0.0577473291336623
"
37,1.821875983409882e-13,"0.0125080619147955
"
38,8.018141706145343e-11,"0.000122877952293932
"
39,1.1102230246251565e-16,"0
"
40,8.50679526820386e-11,"0
"
41,0.0,"5.1367606678232e-06
"
42,2.0539125955565396e-14,"0
"
43,3.3306690738754696e-16,"4.43474482683115e-05
"
44,7.226471343546592e-08,"0.000305503864965861
"
45,2.024710399339824e-09,"7.17244121259952e-05
"
46,1.454392162258955e-14,"0
"
47,5.769718036674476e-12,"0
"
48,1.1102230246251565e-16,"0.000148276488744381
"
49,2.098321516541546e-14,"0
"
50,8.614553514973977e-12,"5.53441189978798e-05
"
51,1.3022138922735849e-11,"5.7993227862374e-05
"
52,2.41140440948584e-13,"0.000169585197567712
"
53,2.220446049250313e-16,"0.000109688860636892
"
54,1.1102230246251565e-16,"0
"
55,8.881784197001252e-16,"3.48623355961308e-07
"
56,9.43911615536308e-13,"0.00199673376384091
"
57,0.0015002682532548883,"0.0674787944417892
"
58,1.6358699950203004e-09,"0
"
59,5.643643330444092e-10,"0.000196939745057079
"
60,4.860323254973764e-11,"0.0417930091770471
"
61,1.2573030467866175e-06,"1.63946074543952e-05
"
62,0.0,"0.00059223451326107
"
63,1.199040866595169e-14,"0.000134109926622994
"
64,1.917555003672078e-11,"0.00084378335092905
"
65,0.0010479826552108884,"0.0030467758473347
"
66,2.9123267959452193e-06,"0.000229783277099438
"
67,1.1102230246251565e-16,"6.93453259725807e-06
"
68,3.4928648862120326e-10,"1.36915854340725e-05
"
69,0.012663230187194063,"0.00122260222492276
"
70,4.2099657093785936e-13,"0
"
71,2.7362323518076437e-10,"0.000151307554346669
"
72,4.551914400963142e-15,"0.00195576080971438
"
73,2.6778579353958776e-13,"2.11270190954016e-05
"
74,5.551115123125783e-16,"8.51433203097329e-06
"
75,0.056117571723952486,"0.404275041821865
"
76,1.0631328084542702e-07,"0.0372152009765194
"
77,8.718137323171504e-11,"0
"
78,1.202112282605583e-06,"0.22417631722737
"
79,0.0009345067565830201,"0.279713308146217
"
80,1.1455550885663968e-07,"-9.4922575222256e-07
"
81,2.8479633973343965e-07,"0.00698518315828411
"
82,4.440892098500626e-16,"0
"
83,1.2382919911679835e-08,"2.25505049842312e-05
"
84,2.814415367424772e-13,"0
"
85,1.1853851233922796e-12,"0
"
86,1.2212453270876722e-15,"0.00292468451111416
"
87,3.242517365720232e-12,"6.6064704173141e-05
"
88,1.7272363017628578e-07,"0.000215184158937509
"
89,5.72444980306841e-10,"5.39383152187156e-06
"
90,0.37731168223227063,"0.328930058602339
"
91,2.7644553313166398e-14,"4.70455996819386e-05
"
92,2.1160850849355484e-13,"0.000442412077309107
"
93,1.1102230246251565e-16,"0
"
94,8.328732037377051e-09,"0.00169464056813096
"
95,1.4432899320127035e-15,"0
"
96,5.029310301551959e-14,"0.000211842747220525
"
97,5.734154642222933e-07,"0.000490425869305033
"
98,2.398187559005116e-05,"0.00200514579399536
"
99,1.2725376308253544e-12,"0
"
100,1.8096635301390052e-14,"0.00579679519867882
"
101,1.6109336087311021e-13,"0
"
102,6.964378573837138e-08,"0.00513607494269641
"
103,7.670086787925356e-12,"0.000114506499179212
"
104,3.3306690738754696e-16,"0.00044936476492996
"
105,2.2870594307278225e-14,"0
"
106,4.685597021492072e-09,"2.02129191015921e-05
"
107,1.1102230246251565e-16,"7.06815107553993e-06
"
108,4.774824979847381e-11,"0.0229522664973033
"
