,0.5_3,0.5_6,0.5_9,0.5_12,1_3,1_6,1_9,1_12,2_3,2_6,2_9,2_12,3_3,3_6,3_9,3_12,id,fixed
0,0.0416155440271234,0.0469019331285484,0.0478203564559773,0.048046806971897,0.0479278780898599,0.0810734244230507,0.0863567054012495,0.088083915146016,0.00279717505761845,0.00542313388741755,0.0349911406215995,0.0875769862193275,0.0105024273278508,0.00425780781192864,0.00173953640791868,0.00145860531960784,0.0109908313520737,0.01775887068926707
1,0.256590322330988,0.239610770867518,0.236759349529526,0.235783500765724,0.243194609955602,0.186838205860262,0.18043484044417,0.178474133349367,0.719191808216918,0.421558679850678,0.26060818239866,0.208466421353065,0.790363584932976,0.733662400137989,0.651246038276064,0.606097401916994,0.789182313427843,0.5805573897391396
2,0.191832466800236,0.200586710543888,0.20221949112598,0.202791311776257,0.183805353726541,0.246592259942298,0.255993228747632,0.258924488002287,0.0991653776761574,0.0652468974616286,0.138922488870293,0.207408969315527,0.189331747195459,0.127420551605596,0.0666603634215214,0.0478491805901384,0.186412270422522,0.37141910575333725
3,0.299483199932425,0.298669056417145,0.298459870171085,0.298382639650907,0.352723657294888,0.310779854189363,0.302562394920936,0.299837454827452,0.194847756648568,0.499525202779228,0.503281022527365,0.425347071262106,0.191925157276614,0.168078160754647,0.203945913552323,0.326042846009594,0.194431695350752,0.21156893016493994
4,0.145147600940904,0.1476141376855,0.148120540838902,0.148301363172048,0.144668831707764,0.15830605720905,0.164214324248143,0.166658748428301,0.173646328242633,0.122385644759451,0.187897839988591,0.184152945450474,0.224869164503631,0.210996324685858,0.14885858759227,0.108039870294275,0.222275881779343,0.07176279702414812
5,0.111120500369288,0.104179930345539,0.10305539106679,0.102673928183235,0.112702902426802,0.0852570128669264,0.0832162373750542,0.0827397041875935,0.36333152912092,0.178924609118866,0.165644314768072,0.138842178689338,0.621968396273416,0.392328380671909,0.229320568229612,0.176594125799098,0.650517153797731,0.14961954887624573
6,0.0821364400137942,0.0841467766572923,0.0846139042513193,0.0847611912765346,0.0604778939266606,0.0868279296048259,0.0953418433232683,0.0986713205513098,0.18129696050284,0.049497321833418,0.0453369419859202,0.0484086998464514,0.424400364752129,0.222393928291394,0.0966840420246033,0.0538574214080592,0.442994311441938,0.10400593939299752
7,0.523626270823469,0.546081435731739,0.549924276776864,0.551076221523339,0.583745566079763,0.674646255093978,0.682134251335903,0.683709478862987,0.139686507113531,0.36699512676305,0.565350215156717,0.689379522172363,0.13579963584376,0.109860205991698,0.163989824960514,0.26954216289291,0.142700874565953,0.20219629681912077
8,0.229257873189855,0.24674366459219,0.250020125250143,0.251170594902118,0.215638061674705,0.336135652218723,0.357147803516987,0.364068759770712,0.0394380973623495,0.0449794150902573,0.129089887117906,0.252126191386623,0.118122895462145,0.0431881463309756,0.021886874025239,0.0227954047084991,0.12405442886471,0.2453654222790813
9,0.759281094841133,0.780564339767612,0.784401710604746,0.785736204901657,0.753577465814885,0.867254196440988,0.88667263281573,0.893101652421844,0.335210171042892,0.612388595955123,0.687214330936168,0.729195109449225,0.347005935246691,0.294501801147839,0.339051734939757,0.461237955281351,0.350545542397868,0.3240435860361265
10,0.077735651548009,0.0783524973649861,0.0785834778736885,0.0786724525132758,0.0573753747333922,0.0719754084483037,0.0814035798042326,0.0855507067304561,0.379643049787044,0.146065858045912,0.0778309815473954,0.0499998829150772,0.421427755269029,0.441668082576281,0.342600872706731,0.25098101168026,0.42004163712451,0.40700783306645527
