,0.5_3,0.5_6,0.5_9,0.5_12,1_3,1_6,1_9,1_12,2_3,2_6,2_9,2_12,3_3,3_6,3_9,3_12,id,fixed
0,0.0860011776666494,0.09065650422127,0.0916122178805334,0.0919545444242971,0.0677038728523631,0.100506799543781,0.114577384174628,0.120472781751663,0.201074584169656,0.153181726620587,0.0830432878911932,0.0544239371308688,0.149188448925737,0.210927215110694,0.251118087606641,0.250145740235473,0.146519553024548,0.3593532298675598
1,0.0111088869273024,0.0108252526059446,0.010789890891282,0.0107786789767398,0.0110773940589315,0.0104265673839081,0.0107374369910236,0.010882209048318,0.135263728038332,0.0223241616406333,0.017432205614297,0.0156928750515242,0.265428214488308,0.166774040886748,0.0916569377020108,0.05229437615776,0.293885378289942,0.25147189795135516
2,0.0231533418119658,0.0236953984067834,0.0238161440471449,0.0238597807543763,0.0189547985011773,0.025479769706712,0.0275642247852168,0.0283749603003819,0.101064112937648,0.0166579538930951,0.0146826831336571,0.0183999274027536,0.244760777376652,0.134609718172682,0.0562312741726358,0.0304680505727204,0.271965736401419,0.2624954587311442
3,0.387749077172256,0.391099267660051,0.391650360097907,0.391840221502941,0.445072334395259,0.412315698958138,0.410092998789988,0.409823787864866,0.280813386068018,0.68108465021343,0.657345796946075,0.505064849695199,0.174340553286485,0.251062547996656,0.37368510134702,0.528060813760457,0.167063562800089,0.06750704361465187
4,0.00179986481984051,0.0018737418112118,0.00188853369229891,0.00189179843566212,0.00145735280707016,0.00199572602760556,0.00227588468851081,0.00239082610348107,0.0591961112165176,0.00446430435766576,0.00227637689327165,0.00164700066461787,0.123247193529861,0.0837881165992586,0.0438961508664621,0.0193780041249663,0.126625529487373,0.10769505701372084
5,0.224919949629201,0.251282385104435,0.256435021449761,0.258257373346754,0.177141118217699,0.37263287995637,0.426528307819651,0.44675756320189,0.0317548775723403,0.0344106198497051,0.0899855853990609,0.168509209824948,0.0989721504610317,0.0331542478625775,0.0181012320135447,0.0205623939928505,0.104884944653101,0.24591403732503825
6,0.133808639042484,0.130858585903509,0.130326094694131,0.130141037832724,0.177507067360572,0.131172719836034,0.125131538009969,0.123266824038379,0.21365632725486,0.433735653111551,0.363912287097813,0.244738998114015,0.138110066145093,0.208328501815391,0.278649416464876,0.355135538014031,0.134573238991463,0.42593766408141986
7,0.516249424075881,0.542704949052093,0.544727030275615,0.542199806675441,0.568227417715328,0.700216638550449,0.715425649065147,0.719278482056242,0.122329236500482,0.262063225414689,0.504558837263154,0.68961452522944,0.117340406982411,0.124137574551996,0.133728246814596,0.161014675528301,0.117316527119671,0.09266076242562482
8,0.499726990910995,0.518489635112594,0.521955523983364,0.523093873479945,0.462955477123024,0.585863729723969,0.615788488105178,0.626770106814918,0.256530121426557,0.340465920778937,0.405668910522628,0.445987501116444,0.277960620509753,0.244503405937632,0.259018197219003,0.282658420972662,0.300589674464339,0.5509151699400933
9,0.125380794532367,0.120257840664284,0.119377920970184,0.119076181415873,0.150983192666412,0.111861561607161,0.106385813574531,0.104629636000078,0.344649780855448,0.218626559092621,0.238136222680436,0.207728852923427,0.345661542184708,0.428462798306327,0.32421828638054,0.220465566114131,0.338072009764415,0.2803920787668154
10,0.0678597245360892,0.0616506748296521,0.0606499364651715,0.0603095375135999,0.0710605716271051,0.0464886297597301,0.0439412195735033,0.0431694593455775,0.5356157646512,0.21242453788771,0.0872936055827018,0.0667731653049231,0.68596333877596,0.537849959944164,0.443163832050999,0.398812900440409,0.697349740428228,0.5959287585620177
11,0.135792269617677,0.130974236987911,0.129667854440685,0.128700555316099,0.153838423570514,0.130752425479219,0.122069399908304,0.118689733185504,0.309946982591439,0.124680803684082,0.12031660446997,0.157696157075923,0.360277029402585,0.346456608624876,0.28693883517408,0.217579663460708,0.358807870508983,0.22944939418260002
12,0.41012142691096,0.452430017235116,0.460317661984804,0.463078702639124,0.472442278723438,0.698992467970211,0.737543337069376,0.750139094769877,0.0384688970724267,0.20216309073103,0.439545376694348,0.598612267185575,0.0261798936626657,0.0286129801397508,0.0636397217149043,0.130428154118244,0.0268863934658838,0.023007510823175203
13,0.40252836995159,0.416438224713015,0.418888124836292,0.419549706302763,0.398600813146727,0.465916677688695,0.488156850350183,0.496791667170632,0.462340788778268,0.533310498829678,0.399713941504022,0.348368313257619,0.151999077943842,0.432597438580702,0.73595396514646,0.774578090522651,0.143947233510313,0.2822271864681596
14,0.759429103674968,0.745496922982545,0.742679265061941,0.741677975712532,0.79670730279447,0.683710472146076,0.651289828685304,0.639221932693827,0.678358470202176,0.816859769302598,0.885043566685999,0.842680435799815,0.71304231282141,0.656696908644908,0.649299941600753,0.679290750087014,0.728167171595128,0.7607319332439896
15,0.219904067031157,0.21173741844015,0.210301114515124,0.209804132002495,0.266680001560349,0.194213900257211,0.185134663124586,0.182375831581119,0.300788517099474,0.530469326231566,0.482645494976868,0.342725463219599,0.316345712812458,0.259499877841603,0.306561476613384,0.428008998392389,0.326920277351716,0.5737347686385492
16,0.105609608191379,0.122570317272325,0.126058969862779,0.127305447896596,0.0524701966645231,0.182898676487501,0.237175960820038,0.260067868088164,0.053790120862569,0.00700721117614611,0.0108414998337161,0.0283179202037228,0.166451652876445,0.0897377416623306,0.0230605749314534,0.00969718494812566,0.168373082982772,0.5101325926916507
17,0.223400322228851,0.228003552867738,0.229006669297907,0.229368602607178,0.179688530056668,0.230978106231111,0.250329814721337,0.258155452964828,0.395983520267773,0.22542087703573,0.139445032138617,0.134991190813801,0.375985722540983,0.389263773238003,0.424414384685126,0.424775272289085,0.368508792608741,0.2183482802882638
18,0.0604648309550121,0.071617890688928,0.073960141072597,0.0748006009631892,0.0237267257747455,0.109664240755694,0.150679534064726,0.168540857278198,0.0586843263071142,0.00230453104025696,0.00288399453449628,0.00912420729257968,0.216749005156092,0.103007763301804,0.0241856797814588,0.00740112812177895,0.226543447029853,0.27495161690997616
19,0.631596165497289,0.621914263592686,0.620121936291834,0.619492215191188,0.602389783064916,0.563349560308432,0.556436866188434,0.554162192405595,0.651334081510597,0.547586333123061,0.613318776700907,0.604288427580612,0.747860577437255,0.668532384032778,0.572725399454095,0.526890617543442,0.747536120348875,0.6314138692966365
20,0.509583470139962,0.475175276546749,0.469053040882989,0.466930535510997,0.458769328473393,0.342186415045352,0.322697013590421,0.31606558792812,0.870670033844973,0.56971379073398,0.445058407093737,0.387558879249455,0.952272079817686,0.884272903062971,0.766391942520193,0.690014501005251,0.953791882996023,0.9849181161877981
