,p_pi,p_gamma
0,0.30357773583044545,"0.128921611543813
"
1,0.0821886879382665,"0.13168777981467
"
2,0.5553296750880399,"0.496130351635597
"
3,0.35604567318060176,"0.472772852594143
"
4,0.0885640054964556,"0.0346231297072395
"
5,0.2558868594759319,"0.903765053381032
"
6,0.11600793111772467,"0.43711895063375
"
7,0.2868505311719869,"0.0407850257208648
"
8,0.5524348117354361,"0.77178139991926
"
9,0.37396733465285215,"0.00347755248778425
"
10,0.09317472721609432,"0.0134175910532848
"
11,0.13168269324071857,"0.00328363784381835
"
12,0.20596456705456,"0.442313648341051
"
13,0.536359009001532,"0.841487841984194
"
14,0.376372917683094,"0.807077369813304
"
15,0.8990393274045666,"0.721945833140056
"
16,0.17272458438929794,"0.436320016714453
"
17,0.7101198277506368,"0.0972197927049646
"
18,0.06385376930326303,"0.000591137678992437
"
19,0.03726798505520579,"0.01229492893302
"
20,0.13439017176475554,"0.196412205440059
"
21,0.6473804240186907,"0.0882482814226464
"
22,0.9189411423948112,"0.108715242714306
"
23,0.5553147103504732,"0.628736483190365
"
24,0.7043729943528212,"0.914238621407538
"
25,0.7135753065543877,"0.782305963368862
"
26,0.05853270559530788,"0.109485057811334
"
27,0.9472239846631132,"0.747497293746692
"
28,0.054742395137715505,"0.0855152564595841
"
29,0.10227378173938584,"0.037191815892117
"
30,0.6409543282364312,"0.15973520085464
"
31,0.9273934649193478,"0.424433343615104
"
32,0.1882919705875692,"0.645721485286677
"
33,0.504155390225389,"0.484728591885512
"
34,0.12984264711079807,"0.447988092492537
"
35,0.6226945363535881,"0.038197376549515
"
36,0.15158085890404605,"0.13528331555885
"
37,0.05690580847399873,"0.525905632269585
"
38,0.324776656329835,"0.0708774886882402
"
39,0.7928122176621673,"0.0509276655025488
"
40,0.018872466726294057,"1.9054695861831e-05
"
41,0.5685837212878337,"0.617253325529461
"
42,0.17256269125304513,"0.602323466141521
"
43,0.16043960083061037,"0.0165350073046127
"
44,0.009248119272276312,"0.00119528930578061
"
45,0.03490470907844734,"0.0706971101307212
"
46,0.2347088989069206,"0.000705515019302383
"
47,0.28413473177931237,"0.113403442835607
"
48,0.2740725545281344,"0.0847738014601075
"
49,0.6063774642963908,"0.44384011190193
"
50,0.696065016867548,"0.296654481442173
"
51,0.15578432500485329,"0.00120905307548169
"
52,0.12794589325077033,"0.0385886864435507
"
53,0.37790424406842404,"0.371508754191665
"
54,0.16741740764891888,"0.0118830363558287
"
55,0.11280822596585705,"0.01002193983266
"
56,0.17518089378123314,"0.209128079630247
"
57,0.30336965883429323,"0.0177727394574563
"
58,0.6229507301069388,"0.188097730070362
"
59,0.1623377850266483,"0.768205494777189
"
60,0.8670468234271228,"0.677284769103624
"
61,0.06546443058984452,"0.0384174625803704
"
62,0.8707145535212253,"0.996128797421295
"
63,0.03619802491942525,"0.00645624994233251
"
64,0.8059338475741329,"0.451701887874894
"
65,0.13388068412969678,"0.00087062745771016
"
66,0.17449206118829663,"0.000826828260074519
"
67,0.6072008280868735,"0.00156579859622497
"
68,0.04353619623910432,"0.0431771271539205
"
69,0.04519017921086732,"0.377806757628222
"
70,0.7337965659461012,"0.321195188567352
"
71,0.36844390242137215,"0.297283450658782
"
72,0.1515972728795525,"0.0286855512196037
"
73,0.947900794103429,"0.542751589753322
"
74,0.49271410363431445,"0.724726729891132
"
75,0.749139493075855,"0.500031337981242
"
76,0.27288979026705207,"0.806751391491022
"
77,0.10305159665772656,"0.0161269530695355
"
78,0.5956248853066005,"0.0631413269164025
"
79,0.31133249251028494,"0.000750578003000602
"
80,0.14678490338262173,"0.0494971076793169
"
81,0.03949772283363506,"0.000289175060985469
"
82,0.07821417446037471,"0.00926290026783061
"
83,0.5112293047169326,"0.597354173423631
"
84,0.17581177090449762,"0.001204141710625
"
85,0.035325203932477844,"0.0743938911263061
"
86,0.6658344150191088,"0.238737792511987
"
87,0.769481691712685,"0.946935330672591
"
88,0.058603534151437264,"0.00235170659048234
"
