,p_pi,p_gamma
0,6.955339282299633e-08,"0
"
1,2.503635925243941e-07,"0
"
2,7.966277178939052e-05,"0
"
3,1.5008067011379467e-09,"0
"
4,1.8708695703750777e-09,"2.45308682578216e-05
"
5,8.321596212113036e-07,"0.000236461702501245
"
6,2.7892782488159185e-06,"0
"
7,8.848477506262498e-14,"0
"
8,7.973216207268763e-07,"2.48146155190643e-05
"
9,1.9872992140790302e-14,"0
"
10,3.185599720678667e-07,"4.35390498343402e-05
"
11,7.018330361319158e-10,"0
"
12,1.9720891586416656e-12,"0
"
13,7.5570767148480655e-06,"0.000128252795743244
"
14,0.0002774129674470993,"0.00161740486371698
"
15,0.0013790294538104098,"0.029819919695157
"
16,0.3472112539203923,"0.296552446710729
"
17,1.4798256476100669e-05,"0.000122984805207449
"
18,1.648854797142718e-08,"0
"
19,2.4640489648675157e-10,"0.000178242938437601
"
20,0.014060694374096627,"0.102378840045295
"
21,4.294471300603231e-05,"7.10718627670026e-05
"
22,1.7563368191031437e-05,"2.70073835435536e-05
"
23,9.594924854638975e-11,"0
"
24,0.0008630777194165162,"0.00224648578018349
"
25,4.942856124401374e-10,"0
"
26,3.345902515139443e-05,"0.00075889532760276
"
27,0.22346373855723645,"0.537627853594049
"
28,7.6124149093304e-05,"0.000455570715365394
"
29,0.13269512801670014,"0.103783368099518
"
30,3.0005696816104432e-09,"0
"
31,3.375129842275726e-09,"0
"
32,0.00010719470878939319,"0.00340136882203668
"
33,1.4439702766821938e-09,"0
"
34,1.1312880184521923e-05,"1.48068511696131e-05
"
35,9.356309604857671e-07,"0
"
36,7.14208116336934e-06,"0
"
37,5.575312433947488e-10,"0
"
38,9.976461887717392e-07,"0.000102845071784596
"
39,3.008344793276052e-07,"4.08747138634924e-05
"
40,0.0003288984021162511,"0.000979725825113076
"
41,1.2127177219989349e-05,"0.000150639388361684
"
42,0.001973257232495196,"0.00325336422757916
"
43,4.055882222386842e-05,"3.77469218499904e-05
"
44,0.003510547578795653,"0.0218946970754027
"
45,9.439893036145008e-07,"9.1386825608053e-06
"
46,1.2370393598359897e-10,"0
"
47,3.3024905032874585e-10,"0
"
48,0.002105304553688181,"0.0200818479013943
"
49,0.0005249351402165647,"0.00220364391537908
"
50,2.430972201317161e-09,"5.91011891348803e-06
"
51,0.020076377348999697,"0.026125305952549
"
52,9.546701783547107e-07,"0.000232696220886952
"
53,1.9000981669181627e-05,"0.0017906194480577
"
54,5.347187671422837e-05,"0.00113239464610082
"
55,0.03629935638597381,"0.271545327402434
"
56,0.0028762319619173304,"0.0398405623071053
"
57,3.506513019946311e-07,"3.43048856759065e-05
"
58,0.24030095792614803,"0.555790999060951
"
59,1.246081016148537e-11,"0
"
60,0.1794468015107885,"0.126140972168532
"
61,1.6970319895892594e-05,"4.69037136380246e-05
"
62,0.07689706297014587,"0.539904953906839
"
63,0.0003182120464528815,"0.0070588325886064
"
64,2.736265417624395e-05,"0.00080344972024049
"
65,0.00012343592584473928,"0.000238092414869162
"
66,1.2445716174425137e-05,"4.76715365567149e-05
"
67,2.0633889524779292e-05,"1.03372562230142e-05
"
68,5.056828533689384e-08,"5.74459515091386e-05
"
69,3.6461995795433744e-05,"0.000520949945461258
"
70,2.0373780440507971e-10,"0
"
71,0.4869396886320376,"0.217196128584849
"
72,2.5117066900781637e-06,"1.04156410243306e-05
"
73,2.991083724035448e-06,"3.06927439219784e-06
"
74,1.289303791507379e-07,"0
"
75,7.76903796850803e-09,"0
"
76,1.0227650948380074e-09,"0
"
77,9.966429903585095e-09,"0
"
78,1.0012974549500342e-07,"0
"
79,0.000991409372589347,"0.00226007649846771
"
80,0.0002966470021106282,"8.66333691432741e-05
"
81,4.063569480905471e-10,"0
"
82,0.05137721949948315,"0.0906813916962896
"
83,1.3925858244334677e-09,"2.96336378236006e-06
"
84,0.05118984807484672,"0.0384844403765694
"
85,5.0513839777721614e-09,"0
"
86,0.0007423985523534737,"0.000284833331317236
"
87,0.04990195329966751,"0.0818784779778582
"
88,5.922626502785633e-06,"7.72678472019672e-05
"
89,7.472579011125191e-08,"3.78930817268586e-06
"
90,0.1118405113099592,"0.0594578285053087
"
91,0.08683006987300879,"0.0274480886144981
"
92,1.0744494183256847e-10,"0
"
93,4.0963483882716645e-07,"6.37679993009677e-06
"
94,4.2681176148917643e-08,"0
"
95,8.032436271676602e-09,"3.55380251071402e-06
"
96,0.06353574939362838,"0.163209805914743
"
97,0.14337992519220022,"0.0119464545732856
"
98,2.451946000081584e-05,"4.35446242164073e-05
"
99,0.003960789506259221,"0.00238884428316766
"
100,0.10569452862898576,"0.184502298130372
"
101,2.1909007075215925e-06,"2.84371615582035e-05
"
102,0.01677730296711477,"0.0710574186338133
"
103,8.381939586854514e-11,"0
"
104,0.0003269790107555126,"0.00122926634522558
"
105,1.1764100054323379e-05,"5.97159320468998e-05
"
106,2.220446049250313e-15,"0
"
107,3.84936467225927e-05,"6.83166801018764e-05
"
108,2.5813119260975625e-05,"0.000265851543764128
"
109,3.17962276619177e-07,"6.15864755491025e-05
"
110,0.0364083334559675,"0.063445045645695
"
111,0.00020204705074289286,"6.71164053673845e-05
"
112,0.0006771993736139903,"0.000243543500453636
"
113,4.273772365559481e-06,"0.00447943312043031
"
114,6.674196723066572e-07,"0
"
115,9.937372948964907e-07,"0.000556467991470133
"
