,p_pi,p_tau_dist,p_tau_id
0,0.44702430683003747,"0.588371032985563
","0.748017616281965
"
1,0.4543310712399595,"0.0210122106311212
","0.450396363479116
"
2,0.3143935436172717,"0.215889808479873
","0.368253250310237
"
3,0.1029438296075369,"0.0561246861143476
","0.00622364234008743
"
4,0.0689192667744759,"0.0524697843398533
","0.241138724993317
"
5,0.07600511092671158,"0.00220493218165274
","0.0412306035303633
"
6,0.9261996762816442,"0.393130541726549
","0.858588965677989
"
7,0.4266202732702492,"0.264233672589286
","0.177077755040942
"
8,0.49307016449289676,"0.75999069553886
","0.352744488798261
"
9,0.36848894436510726,"0.251189900182947
","0.263180826592633
"
10,0.5713884033513736,"0.456625196304002
","0.467402155387231
"
11,0.2236183713250569,"0.612954831804325
","0.164592119643759
"
12,0.33322840767348005,"0.2592251773785
","0.338019197045601
"
13,0.6080449732574502,"0.427866007896377
","0.433813645585535
"
14,0.2727262815961038,"0.543392765331882
","0.152645509359195
"
15,0.07366268721457225,"0.0102221496046685
","0.127387304465445
"
16,0.268780337519958,"0.303897133389899
","0.218470042154418
"
17,0.28740256533726705,"0.0352552325022255
","0.151391281571024
"
18,0.950385327107668,"0.49191613454765
","0.778150445064259
"
19,0.6663450106724134,"0.847490456125975
","0.486656240213156
"
20,0.6129682796552844,"0.0370122522891322
","0.579169073079181
"
21,0.1538448945148937,"0.196568745462506
","0.0362665565772489
"
22,0.5611812519287689,"0.589294332078551
","0.723490078760035
"
23,0.423598178591316,"0.461521946683961
","0.606268568677956
"
24,0.13613008223605583,"0.00305468503568584
","0.0704884205158447
"
25,0.7911284815509653,"0.786360357565794
","0.633413621395447
"
26,0.8130722847239811,"0.773621078615431
","0.72957691559083
"
27,0.003973032209752092,"0.0012861823329311
","0.0188066333870864
"
28,0.03104870168569973,"0.0974519996849392
","0.0369256928652855
"
29,0.26307043205513514,"0.679337225110114
","0.497123272096551
"
30,0.11246897222083474,"0.103725380145964
","0.13546457500529
"
31,0.142490313366743,"0.0748236537129334
","0.0997688782176027
"
32,0.2847818494596611,"0.216108677174021
","0.226101314284656
"
33,0.19049545605449336,"0.33643114484714
","0.425333675125223
"
34,0.30738963870068003,"0.367375063986411
","0.0509492462115084
"
35,0.01951495685530602,"0.143443781853661
","0.169788003907553
"
36,0.07394290707049256,"0.00113939199952195
","0.0035463156601252
"
37,0.05343272822048839,"0.000869156030579132
","0.00212801346265823
"
38,0.37334920900247726,"0.583924877895589
","0.267709785446934
"
39,0.5954436344142682,"0.0798669997334462
","0.481629037489218
"
40,0.46179778823008155,"0.0504194887158018
","0.311049567417501
"
41,0.0870047243862152,"0.232348577015044
","0.350880474177529
"
42,0.601891850064961,"0.0965729834768048
","0.437305172386153
"
