,p_pi,p_gamma
0,0.001681037506005234,"0.000279144586518565
"
1,1.2508549751544251e-11,"0
"
2,2.3399025796955186e-06,"3.93304402290795e-06
"
3,0.0011354992370584682,"0.00132298508590301
"
4,1.8548100100268528e-07,"0
"
5,0.0002479256759216897,"0.000257901576335096
"
6,0.0010033514049826442,"2.41347650227208e-05
"
7,0.15334124319385656,"0.0798113726698571
"
8,3.8967279514245945e-08,"0
"
9,0.0001971745687300297,"0.000186485207097853
"
10,6.723668717345532e-07,"0
"
11,0.000492216447553484,"0.000274367184271984
"
12,3.489578680926364e-05,"0.000120657433943516
"
13,0.001310525264266893,"0.00108910749914926
"
14,0.01092673414550982,"0.0222166705458139
"
15,0.003173731428786186,"0.00374176872040755
"
16,6.540217651829217e-05,"7.82321677741393e-05
"
17,2.5538936778368715e-05,"2.49439138744201e-05
"
18,0.0,"0.151212805504264
"
19,0.0029440718829245593,"2.75407262203542e-05
"
20,4.800124280346374e-05,"0.000128534500531297
"
21,9.552399966583636e-07,"0
"
22,1.3710681441847505e-05,"4.10366810643659e-06
"
23,0.11246521574238899,"0.300533291508911
"
24,0.0004441378247808103,"0.000271714409805779
"
25,0.022308860134302777,"0.00247368117685198
"
26,0.00021919965269423525,"0.000137971153094996
"
27,1.8842231286342326e-07,"0
"
28,0.004431561075472268,"0.000941508047058059
"
29,7.12679522069104e-05,"2.59694021105261e-05
"
30,0.3275215034977561,"0.21732682568619
"
31,5.5271371998566465e-05,"0.000193687151398003
"
32,0.0008520300575015627,"0.000339416423882799
"
33,0.0031034371265318272,"0.00026821987393677
"
34,0.00021270599979295035,"6.71154746623159e-06
"
35,0.07771792405733469,"0.0529087674259947
"
36,0.1251298200850801,"0.363310584669498
"
37,3.6081974075230505e-09,"0
"
38,0.1475067718742219,"0.151144238412634
"
39,0.00023781938458444785,"4.52566983111247e-05
"
40,4.8380578654416695e-08,"0
"
41,0.046318905705817426,"0.0503329156345578
"
42,0.03465664357061815,"0.0244049165723736
"
43,1.7862611390029315e-10,"0
"
44,0.03541853259434513,"0.00679888466613643
"
45,1.4034554163266932e-07,"0
"
46,3.059106745695317e-09,"0
"
47,1.0248374629373558e-05,"5.16126706262554e-06
"
48,0.049669907755681475,"0.0253904595878611
"
49,4.5828995332009015e-05,"0.000589529872812355
"
50,0.019915083754021845,"0.0789407655936025
"
51,0.00031752157770148504,"1.15522931866119e-05
"
52,5.724447498245411e-07,"0
"
53,0.013121747910613935,"0.00238333504267108
"
54,5.386305059640328e-06,"0
"
55,0.3049430444703416,"0.238114503850314
"
56,5.199456600690766e-05,"9.80314716025887e-06
"
57,1.9720825125135732e-06,"0
"
58,4.8594643930255366e-05,"0.000988038520266188
"
59,0.005012600371807507,"0.00158550997913975
"
60,0.0035570103983477708,"0.000904398128825368
"
61,7.90372955972174e-09,"0
"
62,2.328173707488723e-06,"0
"
63,5.338326615389466e-05,"2.81807090496411e-05
"
64,7.105734708334754e-05,"1.77360631563594e-05
"
65,4.8130940589863336e-05,"3.38202981657876e-05
"
66,1.7404140351118258e-09,"0
"
67,0.01570962120374142,"0.0566727336943522
"
68,0.0007614447889334741,"0.000742213964336491
"
69,1.9782951010460792e-05,"0
"
70,2.620857674084931e-05,"6.03179873426285e-06
"
71,0.00022364269910735146,"0.000281309283754916
"
72,0.4448388343416855,"0.274641942925006
"
73,0.026127075240953257,"0.00597219106627556
"
74,4.1998509525686956e-07,"3.50782403746308e-06
"
75,6.215669473563779e-07,"0
"
76,0.0075688491055936336,"0.00833835277856931
"
77,2.9114532743013122e-05,"1.63212448826e-05
"
78,0.06328512002261089,"0.1514842088583
"
79,0.0005089534447524358,"0.000137259995256267
"
80,0.00028860979375522344,"2.10450533324469e-05
"
81,3.2776602838735514e-05,"1.50349996675958e-05
"
82,1.0539279513555044e-06,"0
"
83,0.00107976806637744,"0.000286610048025104
"
84,1.2541273994748359e-05,"0.000100314413084113
"
85,0.06023464933027556,"0.0157349485654472
"
86,2.634544669311012e-06,"0
"
87,0.00043988146613926915,"0.000174793138225882
"
88,0.0008315597337889002,"4.79925764590439e-05
"
89,0.0014203156570845588,"0.00533514296125426
"
90,7.199111673461545e-08,"0
"
91,0.0009371791892358594,"1.84953291345602e-05
"
92,0.0005291929745260271,"0.00542378801884935
"
93,0.0006415927268931254,"0.000459548648634955
"
94,0.7053934074632693,"0.670542459068123
"
95,0.00017904235135735025,"9.92482724518906e-05
"
96,0.004109674299610622,"0.000489329766113489
"
97,0.010245644504455309,"0.00460151474675263
"
98,0.01450707860520295,"0.00628974705581387
"
99,0.34827757013800853,"0.323917599401034
"
100,4.989961777113194e-10,"0
"
101,9.458179162424862e-06,"3.42715540135874e-06
"
102,0.004218305383725807,"0.000485361221780778
"
103,4.671323328153676e-10,"0
"
104,0.003558412110774678,"0.000163576992649572
"
105,6.49792366194113e-05,"2.99013921218894e-05
"
106,0.06786807852779975,"0.0100589386638454
"
107,0.00016806783036438233,"0.000102380821334291
"
108,5.148442117075547e-09,"0
"
109,0.008681877743695221,"0.00228439178198392
"
110,7.384618518024855e-05,"6.98676561236011e-05
"
111,0.00011688563121248219,"0.000399954578419792
"
112,0.011847766331483212,"0.00153341294791265
"
113,0.00010638466334988994,"0.00018745410405141
"
114,0.0006368734917714391,"0
"
115,0.012006877441923525,"0.020846789961259
"
116,0.00018064559855379692,"8.41669640183618e-06
"
117,0.0003572310623922714,"5.75061894466655e-05
"
118,0.00024710059298660436,"0.00102417916398978
"
119,0.0007575968137051303,"0.000776440052564054
"
120,0.2278897766823581,"0.0595995770566484
"
121,6.657091113659863e-05,"2.8154690534743e-05
"
122,3.924416147604859e-08,"0
"
123,0.00947693084537371,"0.00635989626752553
"
124,1.1611822614554512e-11,"0
"
125,9.562939842866491e-05,"3.02036429379315e-05
"
126,0.00023873523961259746,"1.43256848854634e-05
"
127,2.9712301782502948e-05,"8.87950827888062e-06
"
128,4.820711406727796e-07,"0
"
129,1.4814349746927746e-10,"0
"
130,0.015444582073424584,"0.0022134430827172
"
131,4.9859058592338634e-05,"1.62943276684757e-05
"
132,4.171605883174223e-06,"9.51084335409913e-06
"
133,0.006690701273999733,"0.000966333135332342
"
134,1.6518944927490509e-06,"0
"
135,1.6384042378358998e-07,"4.07686242542837e-06
"
136,0.07916860634817136,"0.0311807231117396
"
137,0.00022550131878118496,"0.000134864705095605
"
138,5.94991944602441e-10,"0
"
139,2.5624392496759185e-08,"0
"
140,0.19484226177624686,"0.113265206742725
"
141,0.0011838551308409606,"0.00268922977981156
"
142,0.002520336681423152,"0.0011231159692533
"
143,0.0011300146991687354,"0.0045202799233689
"
