4.00	0.42872	2.23987574172336
4.10	0.43638	2.13652757018573
4.20	0.49502	2.0062995155486
4.30	0.47397	2.05883598261435
4.40	0.49974	2.05440711629341
4.50	0.49155	2.04010373604765
4.60	0.48008	2.01787367236756
4.70	0.51498	1.96712712826272
4.80	0.49969	1.96963023392886
4.90	0.49259	1.96481692224625
5.00	0.53055	1.89219229358003
5.10	0.54389	1.87237575473361
5.20	0.55065	1.84847443911312
5.30	0.54192	1.84664631683167
5.40	0.54458	1.82735174477821
5.50	0.54201	1.8261666963255
5.60	0.54946	1.79705582330197
5.70	0.55234	1.7791187729624
5.80	0.57148	1.74078864625394
5.90	0.58484	1.71027726787831
6.00	0.59799	1.68347944416762
6.10	0.61964	1.64049149128089
6.20	0.64060	1.60382873513972
6.30	0.64681	1.58909046870177
6.40	0.65928	1.56630088045183
6.50	0.66071	1.56362595165747
6.60	0.66480	1.55497127849792
6.70	0.66407	1.55601838676835
6.80	0.66131	1.56064676144128
6.90	0.66769	1.549103319539
7.00	0.66726	1.55078925899178
7.10	0.66113	1.56174789118373
7.20	0.66618	1.55250529873626
7.30	0.66510	1.55450365795414
7.40	0.66287	1.55966895520639
7.50	0.66241	1.56097881991827
7.60	0.66249	1.56198970224788
7.70	0.65933	1.568275867395
7.80	0.66654	1.55650935965462
7.90	0.66435	1.56104255307599
8.00	0.66530	1.56009859204975
8.10	0.66230	1.56550429432859
8.20	0.65367	1.58065205014354
8.30	0.65564	1.57787301538854
8.40	0.65658	1.5763935928163
8.50	0.66410	1.56416859883495
8.60	0.65835	1.57503171114502
8.70	0.65994	1.57290009499518
8.80	0.65407	1.58391939479274
8.90	0.65003	1.59100607194995
9.00	0.65603	1.58189706469489
9.10	0.65070	1.59093130865565
9.20	0.65373	1.58671039790819
9.30	0.64728	1.5974118236675
9.40	0.64934	1.59506143238484
9.50	0.64157	1.60805081514708
9.60	0.63761	1.61523474491276
9.70	0.63793	1.61614037045377
9.80	0.63630	1.61909617756298
9.90	0.62985	1.63040758383116
10.00	0.63098	1.62930581677795
10.10	0.62182	1.64415393976313
10.20	0.62147	1.64529925125639
10.30	0.61953	1.64873019036613
10.40	0.61313	1.65846680470027
10.50	0.61893	1.65048624607209
10.60	0.61620	1.65459353474845
10.70	0.61881	1.65190215500368
10.80	0.61856	1.65318043586192
10.90	0.61085	1.6643171869448
11.00	0.60969	1.66658458078198
11.10	0.60274	1.67801929911173
11.20	0.59988	1.68274320829972
11.30	0.60455	1.67760476411022
11.40	0.60324	1.67961552322756
11.50	0.60261	1.68158667916205
11.60	0.59871	1.68694837579361
11.70	0.60066	1.68495615675918
11.80	0.60825	1.675377905766
11.90	0.60058	1.68608135093892
12.00	0.60332	1.68279430277322
12.10	0.60087	1.68626895319739
12.20	0.60112	1.68685240257307
12.30	0.60379	1.68402141424372
12.40	0.60807	1.67979765660631
12.50	0.60288	1.68718008611921
12.60	0.60056	1.69157326019523
12.70	0.59298	1.70239561707905
12.80	0.59166	1.70466306677785
12.90	0.59057	1.70652407575414
13.00	0.58952	1.70900351523373
13.10	0.58464	1.71604800178593
13.20	0.57932	1.72312254225929
13.30	0.57398	1.73093311111195
13.40	0.57060	1.73499991506549
13.50	0.56724	1.73951032570798
13.60	0.56513	1.74242065764769
13.70	0.56377	1.74560678018874
13.80	0.56145	1.74910421879781
13.90	0.55529	1.75718440776856
14.00	0.55445	1.75925308131982
14.10	0.55465	1.76042745461949
14.20	0.55041	1.76602700764941
14.30	0.54717	1.77014621208493
14.40	0.54666	1.77145323082528
14.50	0.54476	1.77416671650511
14.60	0.54066	1.7781585722846
14.70	0.53495	1.78490423957095
14.80	0.52810	1.79249139383971
14.90	0.52912	1.79212072866719


0.10	0.21029	2.07097511685355
0.11	0.24425	2.06959114186781
0.12	0.27201	2.06811662056384
0.13	0.29513	2.06654540708539
0.14	0.31474	2.06487088869287
0.15	0.33164	2.06308595008938
0.16	0.34642	2.06118293582073
0.17	0.35953	2.05915361091254
0.18	0.37130	2.05698912000732
0.19	0.38200	2.05467994539352
0.20	0.39184	2.05221586448296
0.21	0.40098	2.04958590750175
0.22	0.40957	2.04677831642041
0.23	0.41770	2.04378050647305
0.24	0.42548	2.04057903201179
0.25	0.43296	2.03715955892389
0.26	0.44023	2.03350684641289
0.27	0.44732	2.0296047416195
0.28	0.45427	2.02543619133332
0.29	0.46113	2.02098327591567
0.30	0.46792	2.01622727149533
0.31	0.47465	2.01114874747145
0.32	0.48134	2.0057277072954
0.33	0.48800	1.99994378130285
0.34	0.49463	1.99377648088931
0.35	0.50124	1.98720552337881
0.36	0.50781	1.98021123629638
0.37	0.51433	1.97277504815352
0.38	0.52080	1.96488007000984
0.39	0.52720	1.95651176771898
0.40	0.53350	1.94765871870967
0.41	0.53970	1.93831343933372
0.42	0.54577	1.92847325938581
0.43	0.55169	1.91814120980781
0.44	0.55745	1.90732687862952
0.45	0.56304	1.89604718004913
0.46	0.56843	1.88432697376488
0.47	0.57364	1.87219946803394
0.48	0.57865	1.85970634230599
0.49	0.58346	1.84689753522647
0.50	0.58808	1.8338306621828
0.51	0.59251	1.82057005303592
0.52	0.59676	1.80718543331257
0.53	0.60085	1.79375030729203
0.54	0.60477	1.78034013407779
0.55	0.60854	1.76703041234281
0.56	0.61217	1.75389480114402
0.57	0.61566	1.74100340023716
0.58	0.61901	1.72842129387137
0.59	0.62223	1.71620743037528
0.60	0.62531	1.70441387154935
0.61	0.62826	1.69308540744059
0.62	0.63106	1.68225949934424
0.63	0.63372	1.67196649088418
0.64	0.63622	1.66223001545941
0.65	0.63857	1.65306752767238
0.66	0.64075	1.64449089438071
0.67	0.64275	1.6365069946273
0.68	0.64458	1.62911829362389
0.69	0.64624	1.62232337133369
0.70	0.64771	1.61611739898215
0.71	0.64899	1.61049256595159
0.72	0.65010	1.60543846481384
0.73	0.65102	1.60094244421893
0.74	0.65176	1.59698993885079
0.75	0.65233	1.5935647836379
0.76	0.65273	1.59064951671846
0.77	0.65295	1.58822567295378
0.78	0.65302	1.58627406747826
0.79	0.65293	1.58477506708758
