,p_pi,p_tau_dist,p_tau_id
0,0.3171293186851858,"0.408208477503478
","0.301880844141166
"
1,0.00475194288954639,"0.00868384231697061
","0.0167805012957931
"
2,0.10472907026101175,"0.065689131943675
","0.0775513266572754
"
3,0.1539028993847681,"0.035563063177886
","0.050786684371414
"
4,0.10160074898722715,"0.0103919004368533
","0.138578655849726
"
5,0.17980317411242863,"0.165259529475875
","0.160449146956797
"
6,0.03257118381193569,"0.0127115617152613
","0.0914367122550779
"
7,0.00631923458841277,"0.00229684417879672
","0.0186601022650731
"
8,0.1275772204611474,"0.466884906154543
","0.181267745613421
"
9,0.4707446134580231,"0.00655138709210878
","0.153178335898539
"
10,0.7908047182110768,"0.371956753842338
","0.768394020084242
"
11,0.08259011063327848,"0.143256869845708
","0.0678627629190909
"
12,0.31472820010060143,"0.00849920835082796
","0.385530425906747
"
13,0.5393561291849194,"0.369364566584568
","0.877976929668895
"
14,0.40277302479771193,"0.142368485303523
","0.447306725174072
"
15,0.6792961475811212,"0.0335333298736893
","0.300682275326781
"
16,0.16609798043591273,"0.324201626692649
","0.0647210471840441
"
17,4.658196338214182e-05,"0.0970242438801235
","0.000608792592593055
"
18,0.32850106989401007,"0.00830401157333549
","0.166763924808446
"
19,0.21555615210054146,"0.0249251474321643
","0.0729661772978545
"
20,0.048629387060646234,"0.525589308150086
","0.0183843877741344
"
21,0.4424360596979642,"0.129109089277899
","0.403191330535721
"
22,0.06230988855635611,"0.000295405848267372
","0.0492433654892885
"
23,0.05490866434708863,"0.29928050972045
","0.131429226020687
"
24,0.19911828882594051,"0.0387416316567728
","0.0463027467327843
"
25,0.7271947419942499,"0.349477785262504
","0.709422847850174
"
26,0.1524763507855288,"0.0155585146444815
","0.0415492652504409
"
27,0.021488389389301976,"0.000426824153313854
","0.0176743984905843
"
28,0.10433556209231698,"0.238857320554439
","0.259644215006292
"
29,0.0056237795460754025,"0.0112635789128482
","0.0111735609824776
"
30,0.8210100581185463,"0.273938332276282
","0.828476439117326
"
31,0.044802524041661296,"0.041958220623683
","0.00637321256643664
"
32,0.020914442788092402,"0.0662108785565589
","0.00428873810250996
"
33,0.08497562982443374,"0.0936222408109305
","0.00202072752556615
"
34,0.28969461740236735,"0.235487135659608
","0.425793942032195
"
35,0.3332317405968521,"0.212317025161338
","0.268300557545987
"
36,0.1376241084688401,"0.01158721943004
","0.291764908288521
"
37,0.15969964962488725,"0.321588169161707
","0.442904572514566
"
38,0.3134184918940761,"0.110682216610766
","0.151678249327616
"
39,0.26847969599002086,"0.0419746277086102
","0.404458912253452
"
40,0.038333902376220697,"0.266460561406482
","0.00930772231399501
"
41,0.3116232671038116,"0.0965308089682949
","0.0781707156183721
"
42,0.2668299299172704,"0.0160719499165832
","0.33543942231732
"
43,0.08985397257009153,"0.23515163197493
","0.0671936916174227
"
44,0.0001740164470191985,"0.0950487951773425
","0.000794259574227629
"
45,0.8849185787747266,"0.765393949025389
","0.956040950297151
"
46,0.032051562756372665,"0.00617174630751194
","0.0494097249991976
"
47,0.14843775069751064,"0.465229182279672
","0.2889633997246
"
